time,delivery_start,delivery_end,value,type
2015-07-20 20:00:00,2015-12,2015-12,461,a
2015-04-21 22:22:00,2015-08,2015-08,442.75,a
2015-07-24 22:45:00,2015-11,2015-11,442.75,a
2015-06-24 22:45:00,2015-10,2015-10,429.5,b
2015-07-01 20:00:00,2016-08,2016-08,447,b
2015-07-27 22:22:00,2016-10,2016-12,421,a
2015-07-07 20:00:00,2016-01,2016-01,492.75,a
2015-05-20 20:00:00,2015-10,2015-10,430.25,a
2015-05-20 22:45:00,2015-10,2015-10,419.25,b
2015-07-27 21:07:00,2015-09,2015-09,428,a
2015-07-09 22:45:00,2016-01,2016-01,489,a
2015-07-07 20:00:00,2015-09,2015-09,483.25,a
2015-07-06 22:45:00,2015-10,2015-10,485,a
2015-07-01 20:00:00,2016-09,2016-09,457,a
2015-06-25 20:00:00,2015-11,2015-11,438.5,a
2015-05-21 20:00:00,2015-08,2015-08,434.75,a
2015-06-03 22:22:00,2015-10,2015-10,424.75,a
2015-07-24 22:45:00,2015-12,2015-12,442.75,a
2015-07-23 22:45:00,2015-08,2015-09,458.25,a
2015-05-18 22:45:00,2015-10,2015-10,427.75,b
2015-07-15 20:00:00,2015-10,2015-10,478.75,a
2015-07-07 20:00:00,2016-01,2016-01,481.75,b
2015-07-24 22:22:00,2015-10,2015-10,442.75,a
2015-07-28 22:45:00,2016-08,2016-08,436.25,a
2015-05-11 22:22:00,2015-09,2015-09,418.5,a
2015-07-10 22:45:00,2015-11,2015-11,495,a
2015-07-20 20:00:00,2015-10,2015-10,459,a
2015-05-14 22:22:00,2015-12,2015-12,434.75,a
2015-07-15 22:45:00,2015-10,2015-10,485.25,a
2015-07-29 20:00:00,2015-10,2015-10,420.5,a
2015-05-15 22:45:00,2015-12,2015-12,432.75,a
2015-07-21 22:45:00,2015-09,2015-09,461.5,a
2015-07-14 22:45:00,2016-08,2016-08,448.75,b
2015-06-10 22:45:00,2015-08,2015-08,421.25,b
2015-06-15 23:23:00,2015-08,2015-08,403.25,b
2015-06-16 20:00:00,2015-11,2015-11,423.5,a
2015-07-15 22:22:00,2015-12,2015-12,483.25,a
2015-06-17 22:45:00,2015-11,2015-11,425,b
2015-07-28 22:22:00,2015-11,2015-11,425.5,a
2015-07-17 20:00:00,2015-12,2015-12,481,a
2015-07-22 20:00:00,2015-10,2015-10,456.5,a
2015-07-08 22:45:00,2015-09,2015-09,479.5,a
2015-07-01 22:45:00,2015-10,2015-10,466.75,b
2015-07-17 22:22:00,2016-09,2016-09,450,a
2015-05-27 22:45:00,2015-12,2015-12,406.75,b
2015-07-13 20:00:00,2016-10,2016-10,440.5,b
2015-05-26 20:00:00,2015-09,2015-09,419,a
2015-05-15 22:45:00,2015-11,2015-11,432.75,a
2015-06-23 22:07:00,2015-08,2015-08,442,a
2015-06-23 22:07:00,2016-01,2016-01,432.5,b
2015-07-06 22:45:00,2015-11,2015-11,465,b
2015-06-09 22:22:00,2015-12,2015-12,435,a
2015-06-11 22:45:00,2015-08,2015-08,420,b
2015-07-01 22:22:00,2015-10,2015-10,484.75,a
2015-07-16 22:45:00,2015-08,2015-09,490,a
2015-07-27 21:07:00,2016-10,2016-12,431,a
2015-06-17 22:45:00,2015-10,2015-10,435,a
2015-07-28 20:00:00,2016-09,2016-09,431.25,a
2015-06-15 22:22:00,2015-11,2015-11,417.5,a
2015-07-13 20:00:00,2015-09,2015-09,495,a
2015-05-28 20:00:00,2015-08,2015-08,420.75,a
2015-05-21 20:00:00,2015-07,2015-07,440,a
2015-06-16 22:45:00,2015-08,2015-08,419.75,b
2015-07-08 20:00:00,2015-11,2015-11,469,b
2015-06-30 22:45:00,2015-10,2015-10,488.5,a
2015-06-19 20:00:00,2015-08,2015-08,423.5,b
2015-04-24 22:22:00,2015-09,2015-09,427.5,a
2015-05-15 22:22:00,2015-08,2015-08,437.5,a
2015-07-07 20:00:00,2015-10,2015-10,471,b
2015-07-24 20:00:00,2015-08,2015-08,447.5,a
2015-07-10 22:22:00,2015-12,2015-12,485,a
2015-06-23 22:45:00,2015-10,2015-10,441.25,a
2015-07-28 20:00:00,2015-10,2015-10,415.5,b
2015-07-22 20:00:00,2015-11,2015-11,456.5,a
2015-07-27 22:22:00,2015-10,2015-10,423.5,a
2015-06-16 22:45:00,2015-10,2015-10,430,a
2015-07-14 22:45:00,2016-01,2016-01,496,a
2015-07-13 22:45:00,2016-01,2016-01,508.75,a
2015-06-19 22:45:00,2015-12,2015-12,415.75,b
2015-07-29 22:45:00,2015-08,2015-09,417.75,a
2015-05-20 22:45:00,2015-07,2015-07,440,a
2015-07-13 20:00:00,2016-09,2016-09,447.75,b
2015-06-01 22:45:00,2015-09,2015-09,403.25,b
2015-05-22 20:00:00,2015-10,2015-10,431.25,a
2015-06-12 22:22:00,2015-08,2015-08,430.75,a
2015-07-14 22:45:00,2016-09,2016-09,460.75,a
2015-05-19 22:22:00,2015-09,2015-09,424.25,a
2015-07-07 22:22:00,2015-09,2015-09,480.25,a
2015-05-08 22:22:00,2015-08,2015-08,429.5,a
2015-05-27 22:45:00,2015-11,2015-11,416.75,a
2015-06-10 22:22:00,2015-12,2015-12,427.25,a
2015-06-25 22:45:00,2016-01,2016-01,468,a
2015-05-19 20:00:00,2015-12,2015-12,435.75,a
2015-05-22 22:22:00,2015-08,2015-08,432.75,a
2015-05-22 20:00:00,2015-07,2015-07,445,a
2015-07-13 22:45:00,2016-09,2016-09,452.75,b
2015-05-21 22:45:00,2015-11,2015-11,432.25,a
2015-05-05 22:22:00,2015-09,2015-09,424,a
2015-07-22 22:22:00,2015-11,2015-11,453.5,a
2015-05-22 22:45:00,2015-11,2015-11,427.75,a
2015-07-28 22:22:00,2016-09,2016-09,421.25,a
2015-06-04 22:22:00,2015-10,2015-10,429,a
2015-07-20 20:00:00,2016-01,2016-01,456.25,b
2015-07-02 20:00:00,2015-10,2015-10,481.75,a
2015-07-14 22:22:00,2016-10,2016-10,461.75,a
2015-04-29 22:22:00,2015-09,2015-09,430.75,a
2015-07-17 20:00:00,2016-09,2016-09,452.75,a
2015-07-01 22:22:00,2015-11,2015-11,484.75,a
2015-07-06 22:45:00,2015-12,2015-12,465,b
2015-06-30 22:22:00,2015-12,2015-12,491.5,a
2015-07-27 22:22:00,2015-09,2015-09,428,a
2015-06-16 22:45:00,2015-11,2015-11,415,b
2015-06-26 22:45:00,2016-08,2016-09,454.75,a
2015-06-11 22:45:00,2015-07,2015-07,436.5,a
2015-07-09 20:00:00,2015-11,2015-11,475,b
2015-07-17 20:00:00,2015-11,2015-11,481,a
2015-06-25 22:22:00,2015-11,2015-11,452.25,a
2015-06-15 22:45:00,2015-12,2015-12,408.5,b
2015-07-17 20:00:00,2015-10,2015-10,481,a
2015-06-30 22:45:00,2015-09,2015-09,482,a
2015-05-29 22:45:00,2015-09,2015-09,402.25,b
2015-06-22 22:45:00,2015-12,2015-12,420.5,b
2015-05-29 22:22:00,2015-11,2015-12,416,a
2015-05-27 22:22:00,2015-08,2015-08,420.75,a
2015-07-27 22:45:00,2015-09,2015-09,425,a
2015-06-19 22:22:00,2015-10,2015-10,428.75,a
2015-07-01 22:45:00,2015-11,2015-11,466.75,b
2015-05-18 22:22:00,2015-09,2015-09,430.25,a
2015-04-24 22:22:00,2015-07,2015-07,439.75,a
2015-07-28 22:22:00,2015-09,2015-09,420,a
2015-06-22 22:45:00,2015-08,2015-08,439.25,a
2015-05-15 20:00:00,2015-08,2015-08,440.5,a
2015-05-19 22:45:00,2015-11,2015-11,428.25,a
2015-06-17 20:00:00,2015-11,2015-11,430,a
2015-05-22 22:45:00,2015-09,2015-09,411.75,b
2015-05-29 22:45:00,2015-08,2015-08,412.25,b
2015-07-15 20:00:00,2016-08,2016-08,460.75,a
2015-07-01 20:00:00,2015-11,2015-11,481.5,a
2015-06-25 20:00:00,2015-08,2015-08,441.5,a
2015-07-14 22:45:00,2015-08,2015-09,488.25,a
2015-07-13 22:22:00,2015-11,2015-11,491.75,a
2015-07-17 22:45:00,2015-08,2015-09,480.25,a
2015-06-11 22:45:00,2015-09,2015-09,413,b
2015-07-24 20:00:00,2016-10,2016-10,431,a
2015-07-15 22:22:00,2015-11,2015-11,480.25,a
2015-07-07 22:45:00,2015-12,2015-12,468,b
2015-06-23 22:45:00,2015-09,2015-09,442,a
2015-05-28 22:45:00,2015-12,2015-12,410,b
2015-07-10 22:22:00,2015-09,2015-09,454.75,a
2015-07-06 20:00:00,2015-11,2015-11,485,a
2015-07-20 20:00:00,2015-11,2015-11,456,a
2015-07-28 20:00:00,2016-08,2016-08,408.25,b
2015-07-13 20:00:00,2015-11,2015-11,487,a
2015-07-02 20:00:00,2015-09,2015-09,477.5,a
2015-07-16 22:45:00,2015-09,2015-09,480,a
2015-07-21 22:22:00,2015-12,2015-12,457.5,a
2015-06-18 22:45:00,2015-08,2015-08,423.5,b
2015-05-27 22:45:00,2015-10,2015-10,406.75,b
2015-07-27 21:07:00,2015-08,2015-08,428,a
2015-07-16 23:22:00,2016-10,2016-10,454.25,a
2015-07-29 22:45:00,2015-11,2015-11,418.25,a
2015-06-10 22:45:00,2015-10,2015-10,415.25,b
2015-07-08 22:45:00,2015-12,2015-12,484.25,a
2015-05-22 22:45:00,2015-10,2015-10,417.75,b
2015-06-22 20:00:00,2015-11,2015-11,426.75,a
2015-07-23 22:45:00,2015-12,2015-12,453.75,a
2015-05-11 22:22:00,2015-10,2015-10,423.5,a
2015-07-29 22:45:00,2015-11,2015-11,406.25,b
2015-07-22 22:45:00,2015-12,2015-12,433.5,b
2015-07-29 22:45:00,2016-11,2016-12,392.75,b
2015-06-03 22:45:00,2015-09,2015-09,412.75,b
2015-06-23 22:07:00,2016-01,2016-01,452.5,a
2015-06-05 20:00:00,2015-08,2015-08,422.5,b
2015-07-29 20:00:00,2016-09,2016-09,431.25,a
2015-06-22 20:00:00,2015-09,2015-09,428.75,a
2015-07-02 22:22:00,2015-10,2015-10,487.25,a
2015-07-13 22:45:00,2016-08,2016-08,457.75,b
2015-07-21 22:22:00,2015-11,2015-11,457.5,a
2015-07-08 20:00:00,2015-12,2015-12,469,b
2015-07-24 20:00:00,2015-10,2015-10,440.75,a
2015-05-08 20:00:00,2015-07,2015-07,440,a
2015-06-22 20:00:00,2015-08,2015-08,433.75,a
2015-07-22 22:45:00,2015-10,2015-10,456.5,a
2015-07-06 20:00:00,2015-11,2015-11,474,b
2015-07-08 22:22:00,2015-09,2015-09,478.5,a
2015-04-22 22:22:00,2015-10,2015-10,445.5,a
2015-06-26 22:45:00,2015-10,2015-10,459,a
2015-05-18 22:22:00,2015-08,2015-08,440.25,a
2015-05-14 22:22:00,2015-10,2015-10,432.75,a
2015-05-26 22:45:00,2015-10,2015-10,408.25,b
2015-07-06 22:22:00,2015-10,2015-10,483,a
2015-06-12 22:22:00,2015-12,2015-12,421.5,a
2015-06-26 22:45:00,2016-08,2016-09,434.75,b
2015-07-15 20:00:00,2015-09,2015-09,473.25,a
2015-07-29 20:00:00,2015-08,2015-08,430,a
2015-06-01 22:45:00,2015-08,2015-08,413.25,b
2015-07-24 22:22:00,2015-09,2015-09,440.5,a
2015-07-28 20:00:00,2015-11,2015-11,425.5,a
2015-06-23 22:07:00,2015-09,2015-09,442,a
2015-04-27 22:22:00,2015-09,2015-09,427.5,a
2015-06-29 22:22:00,2015-10,2015-10,459.25,a
2015-06-15 23:23:00,2015-07,2015-07,431.25,a
2015-07-07 22:45:00,2015-12,2015-12,485,a
2015-05-22 20:00:00,2015-08,2015-08,439.5,a
2015-07-28 22:22:00,2015-10,2015-10,413,a
2015-05-20 22:22:00,2015-09,2015-09,424.75,a
2015-07-14 22:45:00,2016-01,2016-01,474,b
2015-07-29 20:00:00,2016-08,2016-08,436.25,a
2015-06-01 22:45:00,2015-12,2015-12,422,a
2015-05-26 22:22:00,2015-09,2015-09,418,a
2015-05-27 22:22:00,2015-09,2015-09,412.75,a
2015-05-08 20:00:00,2015-08,2015-08,428.5,a
2015-06-22 22:22:00,2015-11,2015-11,433.5,a
2015-07-09 20:00:00,2015-10,2015-10,477,b
2015-07-16 23:22:00,2015-11,2015-11,481,a
2015-05-21 20:00:00,2015-09,2015-09,437.25,a
2015-06-12 20:00:00,2015-07,2015-07,436,a
2015-05-29 22:45:00,2015-07,2015-07,421.5,b
2015-07-17 22:45:00,2015-09,2015-09,470.25,a
2015-06-23 22:07:00,2015-09,2015-09,435,b
2015-07-13 22:45:00,2015-11,2015-11,494.75,a
2015-07-14 22:45:00,2015-10,2015-10,483.75,a
2015-06-02 22:45:00,2015-10,2015-10,416,b
2015-07-16 20:00:00,2016-10,2016-10,456.75,a
2015-07-13 22:45:00,2015-09,2015-09,495.75,a
2015-07-24 20:00:00,2015-12,2015-12,442.75,a
2015-06-11 22:22:00,2015-12,2015-12,426.25,a
2015-06-02 22:45:00,2015-11,2015-11,428,a
2015-06-02 22:45:00,2015-11,2015-11,416,b
2015-06-09 22:45:00,2015-10,2015-10,423,b
2015-07-10 22:22:00,2015-11,2015-11,485,a
2015-07-27 22:45:00,2015-11,2015-11,418.5,b
2015-06-17 22:22:00,2015-11,2015-11,435,a
2015-07-06 20:00:00,2015-10,2015-10,485,a
2015-05-08 20:00:00,2015-11,2015-11,428.25,a
2015-05-18 22:45:00,2015-08,2015-08,445.25,a
2015-07-23 22:45:00,2015-12,2015-12,438.75,b
2015-07-15 20:00:00,2016-09,2016-09,460.75,a
2015-06-17 22:45:00,2015-12,2015-12,425,b
2015-06-16 22:45:00,2015-11,2015-11,430,a
2015-06-03 22:45:00,2015-12,2015-12,421.75,b
2015-06-24 20:00:00,2015-10,2015-10,441.25,a
2015-07-27 21:07:00,2015-12,2015-12,428.5,a
2015-07-03 22:22:00,2015-10,2015-10,484.25,a
2015-07-15 22:45:00,2015-12,2015-12,500.5,a
2015-06-05 22:22:00,2015-11,2015-11,428,a
2015-06-01 22:45:00,2015-11,2015-11,409,b
2015-05-15 20:00:00,2015-08,2015-08,424.5,b
2015-05-29 22:45:00,2015-11,2015-11,408,b
2015-06-02 20:00:00,2015-10,2015-10,415.25,a
2015-04-30 22:22:00,2015-09,2015-09,428.75,a
2015-05-21 22:45:00,2015-10,2015-10,424.25,b
2015-06-23 22:07:00,2015-12,2015-12,441.25,a
2015-06-01 22:45:00,2015-10,2015-10,409,b
2015-06-09 20:00:00,2015-08,2015-08,427.5,b
2015-06-08 22:22:00,2015-10,2015-10,433.5,a
2015-07-27 22:22:00,2016-09,2016-09,418,a
2015-07-24 20:00:00,2015-11,2015-11,442.75,a
2015-06-16 22:45:00,2015-08,2015-08,429.75,a
2015-06-10 22:45:00,2015-09,2015-09,414.25,b
2015-06-10 22:45:00,2015-12,2015-12,420.25,b
2015-05-20 22:45:00,2015-08,2015-08,421.75,b
2015-05-21 22:45:00,2015-08,2015-08,426.5,b
2015-07-29 22:45:00,2015-12,2015-12,423.25,a
2015-06-26 22:45:00,2015-09,2015-09,459.5,a
2015-06-05 20:00:00,2015-09,2015-09,412.5,b
2015-06-03 20:00:00,2015-08,2015-08,420.25,b
2015-07-15 20:00:00,2016-10,2016-10,458.75,a
2015-07-06 22:45:00,2015-12,2015-12,488,a
2015-07-02 22:22:00,2015-12,2015-12,492.25,a
2015-07-13 20:00:00,2016-08,2016-08,452.75,b
2015-06-24 22:45:00,2015-09,2015-09,433.5,b
2015-07-22 22:45:00,2015-11,2015-11,456.5,a
2015-06-09 20:00:00,2015-09,2015-09,422.5,b
2015-07-28 22:22:00,2015-12,2015-12,428.5,a
2015-06-18 22:45:00,2015-11,2015-11,423.25,b
2015-05-21 22:45:00,2015-08,2015-08,441.5,a
2015-06-02 22:22:00,2015-12,2015-12,426,a
2015-06-09 22:22:00,2015-11,2015-11,435,a
2015-06-17 22:45:00,2015-10,2015-10,420,b
2015-06-05 22:45:00,2015-11,2015-11,423,b
2015-07-15 22:45:00,2015-11,2015-11,485.25,a
2015-07-15 22:45:00,2016-09,2016-09,457,a
2015-05-18 22:45:00,2015-12,2015-12,427.75,b
2015-07-28 22:45:00,2016-11,2016-12,432.75,a
2015-06-03 22:22:00,2015-08,2015-08,432.75,a
2015-07-07 22:22:00,2015-11,2015-11,483,a
2015-07-13 22:45:00,2016-10,2016-12,446,b
2015-05-27 20:00:00,2015-11,2015-11,416.75,a
2015-06-09 22:45:00,2015-08,2015-08,447.5,a
2015-06-30 22:22:00,2015-11,2015-11,487.5,a
2015-06-26 20:00:00,2015-11,2015-11,450.25,a
2015-06-08 22:45:00,2015-09,2015-09,417.75,b
2015-06-22 20:00:00,2015-08,2015-08,418.75,b
2015-06-24 22:45:00,2015-11,2015-11,440.5,a
2015-07-28 20:00:00,2016-10,2016-12,432.75,a
2015-06-19 22:45:00,2015-12,2015-12,428.75,a
2015-07-09 22:45:00,2015-09,2015-09,474.5,a
2015-05-26 20:00:00,2015-10,2015-10,423.25,a
2015-07-07 20:00:00,2015-11,2015-11,483,a
2015-06-15 23:23:00,2015-08,2015-08,423.25,a
2015-07-17 22:22:00,2015-12,2015-12,471.25,a
2015-07-06 22:45:00,2015-10,2015-10,465,b
2015-07-10 22:22:00,2015-08,2015-08,452.75,a
2015-07-21 20:00:00,2015-08,2015-09,439.5,b
2015-07-28 22:22:00,2016-10,2016-12,422.75,a
2015-06-02 22:45:00,2015-10,2015-10,426,a
2015-07-27 21:07:00,2015-10,2015-10,433.5,a
2015-05-21 22:45:00,2015-11,2015-11,427.25,b
2015-05-19 22:22:00,2015-08,2015-08,434.25,a
2015-06-04 22:22:00,2015-12,2015-12,431,a
2015-07-24 22:22:00,2016-09,2016-09,431.75,a
2015-07-06 22:22:00,2015-11,2015-11,485,a
2015-05-06 22:22:00,2015-09,2015-09,425.75,a
2015-05-21 20:00:00,2015-11,2015-11,427.25,a
2015-04-21 22:22:00,2015-10,2015-12,447.5,a
2015-06-02 22:22:00,2015-10,2015-10,424,a
2015-06-18 20:00:00,2015-11,2015-11,433,a
2015-06-08 22:45:00,2015-10,2015-10,435.5,a
2015-05-15 20:00:00,2015-07,2015-07,445.5,a
2015-07-17 20:00:00,2016-08,2016-08,447.75,b
2015-07-16 20:00:00,2016-08,2016-08,456,b
2015-05-28 22:45:00,2015-10,2015-10,410,b
2015-07-08 22:45:00,2015-11,2015-11,479.25,a
2015-07-07 20:00:00,2016-02,2016-02,477.75,b
2015-06-16 20:00:00,2015-10,2015-10,423.5,a
2015-06-18 20:00:00,2015-08,2015-08,425.25,b
2015-05-18 22:45:00,2015-08,2015-08,427.25,b
2015-05-15 20:00:00,2015-09,2015-09,419.5,b
2015-05-26 20:00:00,2015-11,2015-11,423.25,a
2015-07-22 20:00:00,2015-12,2015-12,455.5,a
2015-05-21 22:22:00,2015-08,2015-08,439.5,a
2015-07-02 20:00:00,2015-11,2015-11,481.75,a
2015-06-24 22:45:00,2015-11,2015-11,429.5,b
2015-06-03 22:22:00,2015-12,2015-12,426.75,a
2015-06-16 22:22:00,2015-10,2015-10,430,a
2015-06-24 22:45:00,2015-12,2015-12,440.5,a
2015-05-08 22:22:00,2015-10,2015-10,426.25,a
2015-05-06 22:22:00,2015-08,2015-08,430.75,a
2015-06-19 22:45:00,2015-08,2015-08,418.75,b
2015-07-28 22:45:00,2016-08,2016-08,406.25,b
2015-06-19 20:00:00,2015-11,2015-11,426.25,b
2015-06-02 22:45:00,2015-12,2015-12,431,a
2015-05-15 22:45:00,2015-08,2015-08,440.5,a
2015-06-16 22:22:00,2015-11,2015-11,430,a
2015-07-27 22:22:00,2015-11,2015-11,425.5,a
2015-04-29 22:22:00,2015-10,2015-12,435.5,a
2015-06-23 22:22:00,2015-10,2015-10,441.25,a
2015-07-15 22:45:00,2016-10,2016-12,436.75,b
2015-07-23 22:22:00,2015-12,2015-12,452.75,a
2015-06-02 22:45:00,2015-08,2015-08,420.25,b
2015-07-16 20:00:00,2016-08,2016-08,460,a
2015-07-16 22:22:00,2016-09,2016-09,455.75,a
2015-05-27 22:45:00,2015-10,2015-10,415.75,a
2015-06-17 20:00:00,2016-01,2016-01,423.25,b
2015-07-09 20:00:00,2015-10,2015-10,488,a
2015-05-18 20:00:00,2015-09,2015-09,432.25,a
2015-05-26 22:22:00,2015-08,2015-08,420,a
2015-05-08 20:00:00,2015-09,2015-09,418.5,b
2015-06-24 22:45:00,2016-01,2016-01,456.5,a
2015-06-15 23:23:00,2015-11,2015-11,408.5,b
2015-07-28 22:45:00,2016-11,2016-12,397.75,b
2015-07-21 22:45:00,2015-12,2015-12,437.5,b
2015-07-27 21:07:00,2016-09,2016-09,403,b
2015-07-20 22:45:00,2015-09,2015-09,460,a
2015-05-22 22:22:00,2015-10,2015-12,426.75,a
2015-05-14 22:22:00,2015-11,2015-11,433.75,a
2015-04-24 22:22:00,2015-08,2015-08,430.5,a
2015-06-15 23:23:00,2015-10,2015-10,408.5,b
2015-06-29 22:45:00,2015-08,2015-09,452,b
2015-07-27 22:22:00,2015-12,2015-12,428.5,a
2015-07-17 22:45:00,2015-11,2015-11,476.25,a
2015-05-08 20:00:00,2015-12,2015-12,428.25,a
2015-05-27 22:45:00,2015-09,2015-09,400.75,b
2015-07-14 20:00:00,2015-10,2015-10,491.75,a
2015-07-16 23:22:00,2015-10,2015-10,491,a
2015-06-01 22:45:00,2015-11,2015-11,420,a
2015-05-08 20:00:00,2015-09,2015-09,423.5,a
2015-07-08 22:22:00,2015-12,2015-12,481.25,a
2015-05-22 22:45:00,2015-10,2015-10,427.75,a
2015-07-28 22:45:00,2016-09,2016-09,431.25,a
2015-05-19 20:00:00,2015-07,2015-07,448,a
2015-06-22 22:45:00,2015-11,2015-11,433.5,a
2015-06-26 22:45:00,2015-09,2015-09,452.5,b
2015-06-16 22:45:00,2015-10,2015-10,415,b
2015-07-28 20:00:00,2015-08,2015-08,430,a
2015-06-17 22:45:00,2015-07,2015-07,434.25,a
2015-07-14 22:22:00,2015-11,2015-11,481.75,a
2015-06-23 22:07:00,2015-08,2015-08,432,b
2015-07-15 22:22:00,2016-08,2016-08,460,a
2015-07-08 20:00:00,2015-11,2015-11,483,a
2015-07-23 22:22:00,2016-08,2016-08,445.5,a
2015-06-17 20:00:00,2015-11,2015-11,422,b
2015-05-22 22:45:00,2015-11,2015-11,417.75,b
2015-05-26 22:45:00,2015-10,2015-10,422.25,a
2015-07-27 22:45:00,2015-08,2015-09,428,a
2015-07-27 21:07:00,2016-08,2016-08,433,a
2015-05-04 22:22:00,2015-09,2015-09,422.75,a
2015-07-29 20:00:00,2015-09,2015-09,430,a
2015-05-15 20:00:00,2015-12,2015-12,432.75,a
2015-06-16 22:45:00,2016-01,2016-01,416,b
2015-05-20 22:45:00,2015-07,2015-07,430,b
2015-07-17 20:00:00,2016-10,2016-10,444.25,b
2015-05-14 22:22:00,2015-08,2015-08,439.5,a
2015-05-19 20:00:00,2015-10,2015-10,435.75,a
2015-06-09 20:00:00,2015-12,2015-12,428,b
2015-05-21 22:45:00,2015-10,2015-10,432.25,a
2015-05-18 20:00:00,2015-11,2015-11,450.75,a
2015-05-21 22:22:00,2015-09,2015-09,434.5,a
2015-06-25 22:45:00,2015-12,2015-12,439.25,b
2015-06-02 22:45:00,2015-09,2015-09,410.25,b
2015-05-15 20:00:00,2015-08,2015-08,428.5,b
2015-07-06 20:00:00,2015-10,2015-10,470,b
2015-06-29 22:45:00,2015-10,2015-10,459.25,a
2015-06-22 20:00:00,2015-12,2015-12,428.75,a
2015-07-08 20:00:00,2015-12,2015-12,483,a
2015-07-14 22:45:00,2015-09,2015-09,478.25,a
2015-06-12 22:45:00,2015-10,2015-10,409.5,b
2015-05-15 20:00:00,2015-11,2015-11,432.75,a
2015-06-09 22:45:00,2015-08,2015-08,429.5,b
2015-06-25 20:00:00,2015-10,2015-10,440.5,a
2015-05-20 20:00:00,2015-09,2015-09,440.25,a
2015-04-27 22:22:00,2015-10,2015-12,436.25,a
2015-07-06 22:22:00,2015-12,2015-12,485,a
2015-06-30 22:45:00,2015-11,2015-11,488.5,a
2015-07-20 22:22:00,2015-12,2015-12,461,a
2015-05-18 22:45:00,2015-08,2015-08,442.25,a
2015-06-22 22:45:00,2015-12,2015-12,433.5,a
2015-05-20 22:45:00,2015-09,2015-09,416.75,b
2015-06-19 22:45:00,2015-11,2015-11,428.75,a
2015-06-23 22:45:00,2015-08,2015-08,447,a
2015-07-24 22:45:00,2015-10,2015-10,442.75,a
2015-05-21 22:45:00,2015-07,2015-07,435,b
2015-05-22 22:22:00,2015-09,2015-09,428.75,a
2015-07-29 22:45:00,2015-10,2015-10,423.25,a
2015-06-23 22:07:00,2015-10,2015-10,441.25,a
2015-05-20 20:00:00,2015-12,2015-12,430.25,a
2015-07-01 22:45:00,2015-09,2015-09,482.5,a
2015-06-29 22:45:00,2015-11,2015-11,459.25,a
2015-06-03 20:00:00,2015-12,2015-12,404,a
2015-07-29 22:22:00,2015-10,2015-10,405.75,a
2015-07-29 22:22:00,2015-12,2015-12,418.25,a
2015-07-29 22:22:00,2016-09,2016-09,416.25,a
2015-07-29 22:22:00,2015-11,2015-11,416.25,a
2015-07-29 22:22:00,2016-08,2016-08,426.25,a
2015-07-29 22:22:00,2016-10,2016-12,417.75,a
2015-07-30 20:00:00,2015-08,2015-08,422.75,a
2015-07-30 20:00:00,2015-10,2015-10,413.25,a
2015-07-30 20:00:00,2015-12,2015-12,418.25,a
2015-07-30 20:00:00,2016-09,2016-09,426.25,a
2015-07-30 20:00:00,2015-09,2015-09,422.75,a
2015-07-30 20:00:00,2015-11,2015-11,418.25,a
2015-07-30 20:00:00,2016-08,2016-08,431.25,a
2015-07-30 20:00:00,2016-10,2016-12,427.75,a
2015-07-30 22:45:00,2015-08,2015-09,423.25,a
2015-07-30 22:45:00,2015-09,2015-09,423.25,a
2015-07-30 22:45:00,2015-10,2015-10,428.75,a
2015-07-30 22:45:00,2015-11,2015-11,428.75,a
2015-07-30 22:45:00,2015-12,2015-12,433.75,a
2015-07-30 22:45:00,2016-08,2016-08,436,a
2015-07-30 22:45:00,2016-09,2016-09,432,a
2015-07-30 22:45:00,2016-10,2016-10,432.75,a
2015-07-30 22:45:00,2016-11,2016-12,432.75,a
2015-07-30 22:45:00,2015-09,2015-09,410.25,b
2015-07-30 22:45:00,2015-10,2015-10,411.75,b
2015-07-30 22:45:00,2015-11,2015-11,418.75,b
2015-07-30 22:45:00,2015-12,2015-12,420.75,b
2015-07-30 22:45:00,2016-08,2016-08,417,b
2015-07-30 22:45:00,2016-09,2016-09,407,b
2015-07-30 22:45:00,2016-10,2016-10,397.75,b
2015-07-30 22:45:00,2016-11,2016-12,397.75,b
2015-07-30 22:22:00,2015-10,2015-10,413.25,a
2015-07-30 22:22:00,2015-12,2015-12,423.75,a
2015-07-30 22:22:00,2016-09,2016-09,422,a
2015-07-30 22:22:00,2015-11,2015-11,423.75,a
2015-07-30 22:22:00,2016-01,2016-01,444.75,a
2015-07-30 22:22:00,2016-08,2016-08,432,a
2015-07-30 22:22:00,2016-10,2016-12,422.75,a
2015-07-31 22:45:00,2015-09,2015-09,408,b
2015-07-31 22:45:00,2015-10,2015-10,409.25,b
2015-07-31 22:45:00,2015-11,2015-11,416.25,b
2015-07-31 22:45:00,2015-12,2015-12,418.25,b
2015-07-31 22:45:00,2016-08,2016-08,413.25,b
2015-07-31 22:45:00,2016-09,2016-09,403.25,b
2015-07-31 22:45:00,2016-10,2016-10,395.25,b
2015-07-31 22:45:00,2016-11,2016-12,395.25,b
2015-07-31 22:45:00,2015-08,2015-09,421,a
2015-07-31 22:45:00,2015-09,2015-09,421,a
2015-07-31 22:45:00,2015-10,2015-10,426.25,a
2015-07-31 22:45:00,2015-11,2015-11,426.25,a
2015-07-31 22:45:00,2015-12,2015-12,431.25,a
